law_title,url,heading,level,text
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الباب الثاني: الحقوق العينية التبعية,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,أحكام ختامية الفصل الأول: قواعد كلية,3,
نظام المعاملات المدنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/655fdb42-8c96-422b-b8c4-b04f0095c94c/1,الفصل الثاني: العمل بهذا النظام,3,
نظام مقدمي خدمة حجاج الخارج,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/962235c2-9fa8-4c1a-b835-aa6400dd851e/1,نبذة عن النظام,4,"نظام مقدمي خدمة حجاج الخارج

  



الاسم نظام مقدمي خدمة حجاج الخارج

تاريخ الإصدار 1440/09/17 هـ الموافق : 22/05/2019 مـ

تاريخ النشر 1440/10/03 هـ الموافق : 06/06/2019 مـ 

الحالة ساري

أدوات إصدار النظام

  * [مرسوم ملكي رقم ( م/111 ) وتاريخ 1440/9/17هـ](/BoeLaws/Laws/Viewer/5af2300e-6fc4-4b8b-969f-aa6400dd8535?lawId=962235c2-9fa8-4c1a-b835-aa6400dd851e)
  * [قرار مجلس الوزراء رقم (454) بتاريخ 1440/9/16هـ](/BoeLaws/Laws/Viewer/ef6dd733-823a-4ef2-8903-aa6400dd86f7?lawId=962235c2-9fa8-4c1a-b835-aa6400dd851e)"
نظام مقدمي خدمة حجاج الخارج,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/962235c2-9fa8-4c1a-b835-aa6400dd851e/1,نظام مقدمي خدمة حجاج الخارج,3,
نظام مقدمي خدمة حجاج الخارج,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/962235c2-9fa8-4c1a-b835-aa6400dd851e/1,1440 هـ,3,بسم الله الرحمن الرحيم
نظام الأرصاد,,نبذة عن النظام,4,"**الموافقة على نظام الأرصاد**

  



الاسم نظام الأرصاد

تاريخ الإصدار 1442/09/24 هـ الموافق : 06/05/2021 مـ

تاريخ النشر 1442/10/02 هـ الموافق : 14/05/2021 مـ 

الحالة ساري

أدوات إصدار النظام

  * [مرسوم ملكي رقم (م/86) وتاريخ 1442/9/24هـ](/BoeLaws/Laws/Viewer/3e17cb26-7646-4d59-808b-ad2e00a7f8bb?lawId=cd3a793a-ab18-4ad3-b28e-ad2e00a7f88f)
  * [قرار مجلس الوزراء رقم (568) وتاريخ 1442/9/22هـ](/BoeLaws/Laws/Viewer/973da247-79c4-408b-8d8c-ad2e00a7f8e0?lawId=cd3a793a-ab18-4ad3-b28e-ad2e00a7f88f)"
نظام الأرصاد,,نظام الأرصاد,3,
نظام الأرصاد,,1442 هـ,3,بسم الله الرحمن الرحيم
نظام الآثار والمتاحف والتراث العمراني,,نبذة عن النظام,4,"يتضمن النظام :   
الفصل الأول : تعريفات وأحكام عامة 

( العبارات والألفاظ الواردة بالنظام ، الآثار الثابتة والمنقولة أو فى المناطق البحرية المستثناه من الملكية العامة للدولة ، مشتملات سجل الآثار ، صندوق الآثار والمتاحف والتراث العمراني وموارده ) . 

الفصل الثاني : مواقع الآثار والمواقع التاريخية ومواقع التراث الشعبي 

( الأعمال التى لايجوز القيام بها داخل حدود مواقع الآثار إلا بعد الحصول على موافقة مسببة من الهيئة ، تصنيف المواقع التاريخية ومواقع التراث الشعبي ) . 

الفصل الثالث : الآثار الغارقة .  
الفصل الرابع : الآثار المنقولة وقطع التراث الشعبي والإتجار بها.   
الفصل الخامس : المسح الأثرى والتنقيب عن الآثار .   
الفصل السادس : التراث العمراني .   
الفصل السابع : المتاحف.   
الفصل الثامن : العقوبات.   
الفصل التاسع : الضبط والتحقيق والمحاكمة .   
الفصل العاشر : أحكام ختامية ."
نظام الآثار والمتاحف والتراث العمراني,,Law name,4,"Law of Antiquities, Museums and Urban Heritage"
نظام الآثار والمتاحف والتراث العمراني,,Law description,4,"Law of Antiquities, Museums and Urban Heritage 


الاسم نظام الآثار والمتاحف والتراث العمراني

تاريخ الإصدار 1436/01/09 هـ الموافق : 02/11/2014 مـ

تاريخ النشر 1436/02/06 هـ الموافق : 28/11/2014 مـ 

الحالة ساري

أدوات إصدار النظام

  * [مرسوم ملكي رقم (م / 3) بتاريخ 9 / 1 / 1436](/BoeLaws/Laws/Viewer/4876ff86-b448-40d9-9851-060688078a8a?lawId=a7d4493b-7c03-4c2d-b3c6-a9a700f275cd)"
نظام الآثار والمتاحف والتراث العمراني,,نظام الآثار والمتاحف والتراث العمراني,3,
نظام الآثار والمتاحف والتراث العمراني,,1436 هـ,3,بسم الله الرحمن الرحيم
نظام الامتياز التجاري,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/af2a6b93-51dd-4f16-b781-aafd00d9fbbc/1,نبذة عن النظام,4,نظام الامتياز التجاري 1441 هـ
نظام الامتياز التجاري,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/af2a6b93-51dd-4f16-b781-aafd00d9fbbc/1,Law name,4,Franchise Law
نظام الامتياز التجاري,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/af2a6b93-51dd-4f16-b781-aafd00d9fbbc/1,Law description,4,"Franchise Law 


الاسم نظام الامتياز التجاري

تاريخ الإصدار 1441/02/09 هـ الموافق : 08/10/2019 مـ

تاريخ النشر 1441/02/24 هـ الموافق : 23/10/2019 مـ 

الحالة ساري

أدوات إصدار النظام

  * [مرسوم ملكي رقم م / 22 بتاريخ 9 / 2 / 1441 هـ](/BoeLaws/Laws/Viewer/86a8a446-80a1-4c24-a2b7-aafd00d9fbd3?lawId=af2a6b93-51dd-4f16-b781-aafd00d9fbbc)
  * [قرار مجلس الوزراء رقم 122 بتاريخ 9 / 2 / 1441 هـ](/BoeLaws/Laws/Viewer/169fcf05-cf28-4c33-a99d-aafd00df1534?lawId=af2a6b93-51dd-4f16-b781-aafd00d9fbbc)"
نظام الامتياز التجاري,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/af2a6b93-51dd-4f16-b781-aafd00d9fbbc/1,نظام الامتياز التجاري,3,
نظام الامتياز التجاري,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/af2a6b93-51dd-4f16-b781-aafd00d9fbbc/1,1441 هـ,3,بسم الله الرحمن الرحيم
نظام الامتياز التجاري,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/af2a6b93-51dd-4f16-b781-aafd00d9fbbc/1,الفصل الأول: أحكام عامة,3,
نظام الامتياز التجاري,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/af2a6b93-51dd-4f16-b781-aafd00d9fbbc/1,الفصل الثاني: نطاق تطبيق النظام,3,
نظام الامتياز التجاري,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/af2a6b93-51dd-4f16-b781-aafd00d9fbbc/1,الفصل الثالث: شروط منح الامتياز,3,
نظام الامتياز التجاري,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/af2a6b93-51dd-4f16-b781-aafd00d9fbbc/1,الفصل الرابع: القيد والإفصاح,3,
نظام الامتياز التجاري,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/af2a6b93-51dd-4f16-b781-aafd00d9fbbc/1,الفصل الخامس: التزامات صاحب الامتياز ومانح الامتياز,3,
نظام الامتياز التجاري,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/af2a6b93-51dd-4f16-b781-aafd00d9fbbc/1,الفصل السادس: اتفاقية الامتياز,3,
نظام الامتياز التجاري,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/af2a6b93-51dd-4f16-b781-aafd00d9fbbc/1,الفصل السابع: التنازل عن اتفاقية الامتياز,3,
نظام الامتياز التجاري,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/af2a6b93-51dd-4f16-b781-aafd00d9fbbc/1,الفصل الثامن: تجديد اتفاقية الامتياز أو تمديدها,3,
نظام الامتياز التجاري,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/af2a6b93-51dd-4f16-b781-aafd00d9fbbc/1,الفصل التاسع: إنهاء اتفاقية الامتياز أو انقضاؤها,3,
نظام الامتياز التجاري,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/af2a6b93-51dd-4f16-b781-aafd00d9fbbc/1,الفصل العاشر: التعويض,3,
نظام الامتياز التجاري,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/af2a6b93-51dd-4f16-b781-aafd00d9fbbc/1,الفصل الحادي عشر: أحكام ختامية,3,
نظام الطرق والمباني,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/ece2f7dc-db78-4ba4-a9e4-a9a700f20da3/1,نبذة عن النظام,4,"يتضمن النظام:  
مدلولات الألفاظ الواردة بالنظام – تخطيط البلدة – استعمال المناطق حسب التقسيم – أحكام خط البناء – إقامة المباني على أرض البناء – البنائين المعمارين الأهليين والمهندسين الفنيين والمقاولين – أحكام خاصة بالبناء – التهوية ، الإضاءة ، دورة المياه ، المداخن ، أسلاك الكهرباء – إيجاد مناطق للسكن وشرط البناء عليها – التدابير الممكنة لمنع الحريق والفيضان – الاحتياطات الصحية – تذكرة الرخصة – رسوم الإنشاء والترميم - رسم الكشفيات – أحكام عامة – الأماكن المعفاة من الرسوم. 

  



الاسم نظام الطرق والمباني

تاريخ الإصدار 1360/01/01 هـ الموافق : 28/01/1941 مـ

تاريخ النشر 1360/01/01 هـ الموافق : 28/01/1941 مـ 

الحالة ساري

أدوات إصدار النظام

  * [قرار مجلس الوزراء](/BoeLaws/Laws/Viewer/e42b1b3b-c89e-44bc-9c75-aa1500c4bd10?lawId=ece2f7dc-db78-4ba4-a9e4-a9a700f20da3)"
نظام الطرق والمباني,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/ece2f7dc-db78-4ba4-a9e4-a9a700f20da3/1,نظام الطرق والمباني,3,
نظام الطرق والمباني,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/ece2f7dc-db78-4ba4-a9e4-a9a700f20da3/1,1360 هـ,3,بسم الله الرحمن الرحيم
نظام الطرق والمباني,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/ece2f7dc-db78-4ba4-a9e4-a9a700f20da3/1,الجدول رقم ( 2 ),3,"سمك حيطان المباني المبنية من حجر ومحلى بالجير (نورة بلدي)، تكون بالشكل الآتي:  
البناء الذي ارتفاعه طبقة واحدة (40) سنتمترا.  
البناء الذي ارتفاعه طبقتان تكون الطبقة الأولى (45) ، والثانية (40) سنتمترا. البناء الذي ارتفاعه ثلاث طبقات تكون الأولى (55)، والثانية (45)، والثالثة (40) سنتمترا.  
البناء الذي ارتفاعه أربع طبقات تكون الأولى (70)، والثانية (55)، والثالثة (45)، والرابعة (40) سنتمترا.  
وإذا بني فوق ارتفاع أربع طبقات يجب أن تكون سماكة كل من الأربعة طبقات العلوية كالبنيان المتقدم الذكر، وسماكة كل الطبقات السفلية يجب أن تزاد بنسبة (15) سنتمترا، عن كل طبقة تزاد أو تقوى بغير ذلك، حسبما ترى سلطة المباني لازما."
نظام الطرق والمباني,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/ece2f7dc-db78-4ba4-a9e4-a9a700f20da3/1,الجدول رقم ( 3 ),3,"سمك حيطان المباني المبنية من قطع خرسان الأسمنت (القطعة) بمونة أسمنت، والمصنوعة بالآتي - مصدق عليها من سلطة المباني - يكون بالشكل الآتي:  
المباني التي ارتفاعها طبقة واحدة (20) سنتمترا، والمباني التي ارتفاعها طبقتان تكون الطبقة الأولى (30) سنتمترا، والثانية (20) سنتمترا، والمباني التي تشاد فوق ارتفاع الطبقتين يجب أن تقوى حيطانها على الوجه الذي تراه سلطة المباني لازما."
نظام الطرق والمباني,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/ece2f7dc-db78-4ba4-a9e4-a9a700f20da3/1,الجدول رقم ( 4 ),3,"سمك حيطان المباني التي تبنى من الطين أو من طوب غير محروق (لبن)، تكون بالشكل الآتي:  
المباني التي يكون ارتفاعها طبقة واحدة (37) سنتمترا.  
المباني التي يكون ارتفاعها طبقتان، تكون الطبقة الأولى (50)، والثانية (37) سنتمترا."
نظام أخلاقيات البحث على المخلوقات الحية,,نبذة عن النظام,4,"يتضمن النظام :   
العبارات والألفاظ الواردة به - أهداف النظام - اللجنة الوطنية للأخلاقيات الحيوية - إيرادات اللجنة - مكتب مراقبة أخلاقيات البحث - اللجنة المحلية لأخلاقيات البحث - الموافقة بعد التبصير - البحث العلمي على الإنسان - البحث العلمي على السجين - البحث العلمي على حالات خاصة - التعامل مع المادة الوراثية وبنوكها - استخدام الحيوانات والنباتات في التجارب - لجنة النظر في المخالفات - العقوبات - أحكام ختامية."
نظام أخلاقيات البحث على المخلوقات الحية,,Law name,4,Law of Ethics of Research on Living Things
نظام أخلاقيات البحث على المخلوقات الحية,,Law description,4,"Law of Ethics of Research on Living Things 


الاسم نظام أخلاقيات البحث على المخلوقات الحية

تاريخ الإصدار 1431/09/14 هـ الموافق : 24/08/2010 مـ

تاريخ النشر 1431/10/08 هـ الموافق : 17/09/2010 مـ 

الحالة ساري

أدوات إصدار النظام

  * [مرسوم ملكي رقم م / 59 بتاريخ 14 / 9 / 1431](/BoeLaws/Laws/Viewer/3187193b-cb22-4a79-8f03-658f6855a820?lawId=fad7b0d1-e536-46ea-8202-a9a700f28b03)
  * [قرار مجلس الوزراء رقم 321 بتاريخ 13 / 9 / 1431](/BoeLaws/Laws/Viewer/15b04c30-3073-4ece-995c-433503a5434e?lawId=fad7b0d1-e536-46ea-8202-a9a700f28b03)"
نظام أخلاقيات البحث على المخلوقات الحية,,نظام أخلاقيات البحث على المخلوقات الحية,3,
نظام أخلاقيات البحث على المخلوقات الحية,,1431 هـ,3,بسم الله الرحمن الرحيم
قانون (نظام) التنظيم الصناعي الموحد لدول مجلس التعاون لدول الخليج العربية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/66c640db-fbb2-45fc-a797-a9a700f29c6a/1,نبذة عن النظام,4,"يتضمن النظام مايلى :  
التعاريف - نطاق سريان القانون (النظام) - المبادئ والأهداف العامة لتطبيق القانون (النظام) - اللجنة الفنية لشئون الصناعة - التراخيص الصناعية - السجل الصناعي - تشجيع وتنمية المشروعات الصناعية - واجبات أصحاب المشروعات الصناعية - الرقابة والجزاءات على المشروعات الصناعية . 

  



الاسم قانون (نظام) التنظيم الصناعي الموحد لدول مجلس التعاون لدول الخليج العربية

تاريخ الإصدار 1427/04/04 هـ الموافق : 02/05/2006 مـ

تاريخ النشر 1427/05/13 هـ الموافق : 09/06/2006 مـ 

الحالة ساري

أدوات إصدار النظام

  * [مرسوم ملكي رقم م/20 بتاريخ 4 / 4 / 1427](/BoeLaws/Laws/Viewer/cdfcd2bf-badf-4792-8861-698f676bea8e?lawId=66c640db-fbb2-45fc-a797-a9a700f29c6a)
  * [قرار مجلس الوزراء رقم 74 بتاريخ 3 / 4 / 1427](/BoeLaws/Laws/Viewer/ea5eba1e-1a31-4fc5-ae64-8f06346ad62d?lawId=66c640db-fbb2-45fc-a797-a9a700f29c6a)"
قانون (نظام) التنظيم الصناعي الموحد لدول مجلس التعاون لدول الخليج العربية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/66c640db-fbb2-45fc-a797-a9a700f29c6a/1,قانون (نظام) التنظيم الصناعي الموحد لدول مجلس التعاون لدول الخليج العربية,3,
قانون (نظام) التنظيم الصناعي الموحد لدول مجلس التعاون لدول الخليج العربية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/66c640db-fbb2-45fc-a797-a9a700f29c6a/1,1427 هـ,3,بسم الله الرحمن الرحيم
قانون (نظام) التنظيم الصناعي الموحد لدول مجلس التعاون لدول الخليج العربية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/66c640db-fbb2-45fc-a797-a9a700f29c6a/1,الباب الأول: التعاريف,3,
قانون (نظام) التنظيم الصناعي الموحد لدول مجلس التعاون لدول الخليج العربية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/66c640db-fbb2-45fc-a797-a9a700f29c6a/1,الباب الثاني: نطاق سريان القانون (النظام),3,
قانون (نظام) التنظيم الصناعي الموحد لدول مجلس التعاون لدول الخليج العربية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/66c640db-fbb2-45fc-a797-a9a700f29c6a/1,الباب الثالث: المبادئ والأهداف العامة لتطبيق القانون (النظام),3,
قانون (نظام) التنظيم الصناعي الموحد لدول مجلس التعاون لدول الخليج العربية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/66c640db-fbb2-45fc-a797-a9a700f29c6a/1,الباب الرابع: اللجنة الفنية لشئون الصناعة,3,
قانون (نظام) التنظيم الصناعي الموحد لدول مجلس التعاون لدول الخليج العربية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/66c640db-fbb2-45fc-a797-a9a700f29c6a/1,الباب الخامس: التراخيص الصناعية,3,
قانون (نظام) التنظيم الصناعي الموحد لدول مجلس التعاون لدول الخليج العربية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/66c640db-fbb2-45fc-a797-a9a700f29c6a/1,الباب السادس: السجل الصناعي,3,
قانون (نظام) التنظيم الصناعي الموحد لدول مجلس التعاون لدول الخليج العربية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/66c640db-fbb2-45fc-a797-a9a700f29c6a/1,الباب السابع: تشجيع وتنمية المشروعات الصناعية,3,
قانون (نظام) التنظيم الصناعي الموحد لدول مجلس التعاون لدول الخليج العربية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/66c640db-fbb2-45fc-a797-a9a700f29c6a/1,الباب الثامن: واجبات أصحاب المشروعات الصناعية,3,
قانون (نظام) التنظيم الصناعي الموحد لدول مجلس التعاون لدول الخليج العربية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/66c640db-fbb2-45fc-a797-a9a700f29c6a/1,الباب التاسع: الرقابة والجزاءات على المشروعات الصناعية,3,
نظام مكافحة التسول,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/61fa8a49-aa1b-49ed-b9ad-adaa00dc6272/1,نبذة عن النظام,4,"**تضمن النظام:** تعريفات، حظر التسول، القبض على المتسولين، إحالة ممتهن التسول إلى الجهة المختصة، مسؤوليات وزارة الموارد البشرية والتنمية الاجتماعية، العقوبات، مصادرة الأموال الحاصل عليها المتسول من تسوله، جهة التحقيق في مخالفات النظام، إصدار اللائحة، النشر والنفاذ.

  



الاسم نظام مكافحة التسول

تاريخ الإصدار 1443/02/09 هـ الموافق : 16/09/2021 مـ

تاريخ النشر 1443/02/17 هـ الموافق : 24/09/2021 مـ 

الحالة ساري

أدوات إصدار النظام

  * [مرسوم ملكي رقم (م/20) وتاريخ 1443/2/9هـ](/BoeLaws/Laws/Viewer/34eab385-3268-4505-9f9f-adaa00dc627b?lawId=61fa8a49-aa1b-49ed-b9ad-adaa00dc6272)
  * [قرار مجلس الوزراء رقم (100) وتاريخ 1443/2/7هـ](/BoeLaws/Laws/Viewer/f513c15d-d55c-4f16-804e-adaa00dc629c?lawId=61fa8a49-aa1b-49ed-b9ad-adaa00dc6272)"
نظام مكافحة التسول,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/61fa8a49-aa1b-49ed-b9ad-adaa00dc6272/1,نظام مكافحة التسول,3,
نظام مكافحة التسول,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/61fa8a49-aa1b-49ed-b9ad-adaa00dc6272/1,1443 هـ,3,بسم الله الرحمن الرحيم
نظام المدفوعات وخدماتها,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/c4af9503-d0f4-4d07-a7c3-add500a67d0c/1,نبذة عن النظام,4,"**تضمن النظام:** تعريفات، هدف النظام، السريان والتطبيق، الترخيص، مقدم خدمات المدفوعات المقيم خارج المملكة، إشراف ورقابة البنك المركزي، التزامات مشغلي نظم المدفوعات ومقدمي الخدمات، القواعد الخاصة بنظام المدفوعات المهم وما يجب أن تشتمل عليه، التزامات العضو في نظام المدفوعات المهم، المخالفات والعقوبات، تسوية المنازعات، الجهة القضائية المختصة، المفتشون، الكشف عن المعلومات، الاستثناء من الاشتراطات، النشر والنفاذ.

  



الاسم نظام المدفوعات وخدماتها

تاريخ الإصدار 1443/03/22 هـ الموافق : 28/10/2021 مـ

تاريخ النشر 1443/03/30 هـ الموافق : 05/11/2021 مـ 

الحالة ساري

أدوات إصدار النظام

  * [مرسوم ملكي رقم (م/26) وتاريخ 1443/3/22هـ](/BoeLaws/Laws/Viewer/69a19ee3-346a-482b-89f0-add500a67d16?lawId=c4af9503-d0f4-4d07-a7c3-add500a67d0c)
  * [قرار مجلس الوزراء رقم (171) وتاريخ 1443/3/20هـ](/BoeLaws/Laws/Viewer/2f7b87a6-4756-4f77-986f-add500a67d37?lawId=c4af9503-d0f4-4d07-a7c3-add500a67d0c)"
نظام المدفوعات وخدماتها,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/c4af9503-d0f4-4d07-a7c3-add500a67d0c/1,نظام المدفوعات وخدماتها,3,
نظام المدفوعات وخدماتها,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/c4af9503-d0f4-4d07-a7c3-add500a67d0c/1,1443 هـ,3,بسم الله الرحمن الرحيم
نظام محلات بيع المركبات الملغى تسجيلها,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/cf510039-d022-421f-9901-a9a700f1a8a0/1,نبذة عن النظام,4,"يتضمن النظام:  
المحلات التي يسري عليها النظام – تجميع هذه المحلات في مواقع محددة – حظر فتح هذه المحلات قبل الترخيص لها – التفتيش على هذه المحلات – عقوبات الإخلال بأحكام النظام. 

  



الاسم نظام محلات بيع المركبات الملغى تسجيلها

تاريخ الإصدار 1422/01/01 هـ الموافق : 26/03/2001 مـ

تاريخ النشر 1422/01/01 هـ الموافق : 26/03/2001 مـ 

الحالة ساري

أدوات إصدار النظام

  * [مرسوم ملكي رقم م/1 بتاريخ 10 / 1 / 1422](/BoeLaws/Laws/Viewer/a6bbddc1-35f5-4043-bf17-6553a9e9f911?lawId=cf510039-d022-421f-9901-a9a700f1a8a0)
  * [قرار مجلس الوزراء رقم 291 بتاريخ 24 / 12 / 1421](/BoeLaws/Laws/Viewer/ce65a4fb-6e0e-46e7-9184-3c9736e3952e?lawId=cf510039-d022-421f-9901-a9a700f1a8a0)"
نظام محلات بيع المركبات الملغى تسجيلها,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/cf510039-d022-421f-9901-a9a700f1a8a0/1,نظام محلات بيع المركبات الملغى تسجيلها,3,
نظام محلات بيع المركبات الملغى تسجيلها,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/cf510039-d022-421f-9901-a9a700f1a8a0/1,1422 هـ,3,بسم الله الرحمن الرحيم
نظام المحاسبين القانونيين,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/56195fdf-46c2-44f0-88e5-a9a700f1be50/1,نبذة عن النظام,4,"يتضمن النظام العناوين التالية:   
شروط القيد في السجل، إجراءات القيد في السجل، التزامات المحاسب القانوني، الهيئة السعودية للمحاسبين القانونيين، الجزاءات، أحكام عامة وانتقالية."
نظام المحاسبين القانونيين,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/56195fdf-46c2-44f0-88e5-a9a700f1be50/1,Law name,4,Law of Certified Public Accountants
نظام المحاسبين القانونيين,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/56195fdf-46c2-44f0-88e5-a9a700f1be50/1,Law description,4,"Law of Certified Public Accountants 


الاسم نظام المحاسبين القانونيين

تاريخ الإصدار 1412/05/13 هـ الموافق : 19/11/1991 مـ

تاريخ النشر 1412/06/07 هـ الموافق : 13/12/1991 مـ 

الحالة لاغي

أدوات إصدار النظام

  * [مرسوم ملكي رقم م/12 بتاريخ 13 / 5 / 1412](/BoeLaws/Laws/Viewer/cd2a7539-5097-4196-b748-a9ac00f76888?lawId=56195fdf-46c2-44f0-88e5-a9a700f1be50)
  * [قرار مجلس الوزراء رقم 40 بتاريخ 12 / 5 / 1412](/BoeLaws/Laws/Viewer/8fb54667-a976-429a-a2c6-a9ac00f80ecd?lawId=56195fdf-46c2-44f0-88e5-a9a700f1be50)"
نظام المحاسبين القانونيين,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/56195fdf-46c2-44f0-88e5-a9a700f1be50/1,نظام المحاسبين القانونيين,3,
نظام المحاسبين القانونيين,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/56195fdf-46c2-44f0-88e5-a9a700f1be50/1,1412 هـ,3,بسم الله الرحمن الرحيم
نظام المحاسبين القانونيين,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/56195fdf-46c2-44f0-88e5-a9a700f1be50/1,شروط القيد في السجل التجاري,3,
نظام المحاسبين القانونيين,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/56195fdf-46c2-44f0-88e5-a9a700f1be50/1,إجراءات القيد في السجل,3,
نظام المحاسبين القانونيين,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/56195fdf-46c2-44f0-88e5-a9a700f1be50/1,التزامات المحاسب القانوني,3,
نظام المحاسبين القانونيين,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/56195fdf-46c2-44f0-88e5-a9a700f1be50/1,الهيئة السعودية للمحاسبين القانونيين,3,
نظام المحاسبين القانونيين,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/56195fdf-46c2-44f0-88e5-a9a700f1be50/1,الجزاءات,3,
نظام المحاسبين القانونيين,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/56195fdf-46c2-44f0-88e5-a9a700f1be50/1,أحكام عامة وانتقالية,3,
نظام البلديات والقرى,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/e5f63d07-7de5-4a4d-a02f-a9a700f21187/1,نبذة عن النظام,4,"يتضمن النظام ما يلي:   
أحكام إنشاء البلدية، وتحديد وظائفها وسلطاتها، وتحديد سلطات المجلس البلدي وبيان شروط عضويته، والواجبات والمحظورات على أعضائه وبيان أحكام انعقاده. تحديد سلطات ومسئوليات رئيس البلدية، تنظيم الشئون المالية للبلدية. 

  



الاسم نظام البلديات والقرى

تاريخ الإصدار 1397/01/01 هـ الموافق : 22/12/1976 مـ

تاريخ النشر 1397/01/01 هـ الموافق : 22/12/1976 مـ 

الحالة ساري

أدوات إصدار النظام

  * [مرسوم ملكي رقم م/5 بتاريخ 21 / 2 / 1397](/BoeLaws/Laws/Viewer/b6e283aa-72fa-45cb-92b3-80e7a4c3c1e7?lawId=e5f63d07-7de5-4a4d-a02f-a9a700f21187)
  * [قرار مجلس الوزراء رقم 130 بتاريخ 6 / 2 / 1397](/BoeLaws/Laws/Viewer/31fe34d4-da46-49ba-aff7-a74e784d2d29?lawId=e5f63d07-7de5-4a4d-a02f-a9a700f21187)"
نظام البلديات والقرى,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/e5f63d07-7de5-4a4d-a02f-a9a700f21187/1,نظام البلديات والقرى,3,
نظام البلديات والقرى,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/e5f63d07-7de5-4a4d-a02f-a9a700f21187/1,1397 هـ,3,بسم الله الرحمن الرحيم
